ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
NSLP,ACTEWAGL,2019/01/01,2019/05/10 20:03:28,43281.359,40214.530,37711.789,35670.069,34185.282,33128.332,32480.482,31883.485,31554.387,28568.259,30636.938,33773.576,35898.767,38001.404,40130.343,41862.007,44359.621,46902.714,51220.750,54546.641,61670.566,65331.685,69152.077,73244.932,77274.933,80197.388,84228.176,92297.583,96831.944,100738.603,105732.698,110012.385,114895.344,121250.487,124591.680,125379.843,121695.610,115735.216,107909.732,102529.205,98175.987,91080.513,82840.290,74136.548,73982.704,66883.808,58811.132,50705.746,38,Y,7209
NSLP,ACTEWAGL,2019/01/02,2019/05/10 20:03:28,45884.871,42515.534,40622.093,39157.301,38033.667,37082.184,36360.081,35866.106,35670.259,33577.260,36751.067,42051.202,46331.299,49424.441,52155.446,53767.037,55536.986,58162.411,61585.499,65792.896,73412.452,76115.832,78859.941,83451.084,88172.332,94021.469,103298.574,105925.442,101454.551,105635.164,105249.705,110670.600,114117.468,115599.317,110588.182,110168.743,107015.137,100022.554,94432.201,90147.604,86501.011,80229.335,73802.859,66233.665,67640.903,62075.297,54578.275,47383.201,39,Y,7209
NSLP,ACTEWAGL,2019/01/03,2019/05/10 20:03:28,43260.876,40526.411,38766.386,37482.621,36665.619,35755.149,35305.278,34779.989,35055.358,33711.575,36811.217,42031.422,45407.057,47978.887,50664.594,51861.030,53074.019,52523.780,55165.848,58839.500,64383.106,64806.529,67075.995,71156.883,75381.554,78823.325,84115.065,89377.019,94231.044,100753.523,106340.869,111202.309,121999.543,129361.503,134510.998,135739.190,131824.440,124082.021,117876.589,113356.673,108960.717,101499.601,92019.679,81945.408,80358.379,71962.507,62636.279,54072.063,40,Y,7209
NSLP,ACTEWAGL,2019/01/04,2019/05/10 20:03:28,48939.492,45525.636,43158.279,41324.299,39877.391,38567.133,37704.813,37188.625,37172.085,35410.286,38306.885,44301.212,49121.848,53335.156,56209.099,58699.454,61360.485,64356.349,69141.909,72852.760,81615.382,85492.789,88599.031,92928.434,98827.181,103904.223,106884.716,109945.230,115521.483,120569.154,124900.300,130981.272,136526.779,140649.831,145563.276,146477.021,143912.554,138041.551,130225.668,124292.660,118125.179,110305.236,101265.665,91729.799,90344.035,81786.977,72413.971,63735.736,41,Y,7209
NSLP,ACTEWAGL,2019/01/05,2019/05/10 20:03:28,58053.649,54198.096,51546.136,49590.059,47587.364,46047.215,44814.643,43764.086,43272.967,40664.699,42420.019,47377.129,51874.043,57566.135,63882.129,69238.824,77487.118,83420.449,86601.646,93816.484,101180.949,102353.770,103810.939,102383.629,107633.434,110982.034,114359.050,119942.628,113059.987,107926.929,96069.206,87810.012,83588.925,83552.069,81914.868,78557.402,75479.667,71725.377,68753.974,65062.273,60626.227,57556.608,54553.746,51336.138,55622.660,51987.717,45723.493,39278.558,42,Y,7209
NSLP,ACTEWAGL,2019/01/06,2019/05/10 20:03:28,35548.903,33166.282,31915.182,30942.362,30315.728,29986.247,29494.059,29153.070,29009.609,28110.888,28730.380,32713.598,34333.216,36373.896,39203.820,41418.654,43801.028,45915.428,47261.861,46082.979,48862.672,48548.409,45903.561,44910.218,44984.590,43948.373,43708.382,43477.599,45137.568,45845.362,50255.444,54432.743,60555.584,66563.662,70786.812,73923.324,72187.633,68674.460,66038.497,65057.429,62721.767,58604.182,54521.273,49726.153,53412.351,49695.183,43561.079,36658.118,36,Y,7209
NSLP,ACTEWAGL,2019/01/07,2019/05/10 20:03:28,32997.165,30552.451,29477.616,28702.145,28122.128,27883.919,27761.084,27962.824,28929.379,29397.692,33336.591,41217.915,46279.808,47766.299,47918.695,48231.566,49101.323,49038.379,50219.203,49156.711,53098.443,50697.506,50156.822,48367.834,48037.663,44437.945,40405.804,39844.680,41468.719,46858.162,49902.936,48778.868,53673.901,58194.168,65209.080,68421.227,68047.932,66245.176,64790.749,65192.983,62284.892,58240.813,54341.436,49810.858,53559.011,49631.202,43622.133,37101.899,37,Y,7209
NSLP,ACTEWAGL,2019/01/08,2019/05/10 20:03:28,34194.213,32077.374,30179.882,28999.797,28422.683,28184.636,28179.731,28467.110,29527.872,30621.412,33318.868,40742.532,44795.043,47534.764,48475.742,48264.755,47285.202,42292.915,43865.423,42169.810,46780.033,46476.042,45923.204,47664.357,54149.050,54844.203,57743.769,61508.329,67693.203,69491.301,74974.123,73181.417,70685.671,72027.058,73533.995,74084.698,71355.675,68140.982,66578.486,66009.466,62448.471,58946.835,54424.080,49728.668,53567.483,49964.138,43864.720,37025.772,38,Y,7209
NSLP,ACTEWAGL,2019/01/09,2019/05/10 20:03:28,33448.235,31487.448,30372.493,29477.428,28631.690,28399.591,28348.112,28587.329,29790.841,30337.683,34227.386,42337.768,47263.255,49097.701,50115.288,48226.611,46035.424,44034.567,43860.099,43232.978,47594.043,46994.829,46034.525,46947.161,50109.702,50791.715,52215.618,54496.042,57243.552,61606.942,66537.567,72878.429,79166.203,86537.283,92925.101,93963.423,89373.608,81796.072,75303.851,71408.203,67667.797,63045.576,57846.533,52787.926,55921.600,51663.317,45059.441,38306.281,39,Y,7209
NSLP,ACTEWAGL,2019/01/10,2019/05/10 20:03:28,34528.405,32178.366,31046.314,30163.917,29593.617,29203.384,29200.173,29323.524,30265.867,31476.234,34764.465,42308.105,46236.597,48263.270,48442.274,48525.036,46835.224,46162.925,48338.373,47091.475,47289.374,46467.537,46805.077,45998.424,44996.096,45021.098,47588.734,50568.907,54815.896,58928.686,64571.039,70109.792,77240.477,81548.329,82244.400,80849.327,75477.468,72102.054,70235.051,68702.626,64575.273,60018.499,55851.189,51241.266,54765.937,50968.817,44463.162,38093.033,40,Y,7209
NSLP,ACTEWAGL,2019/01/11,2019/05/10 20:03:28,34209.078,32065.060,30921.532,30093.680,29639.810,29008.829,28987.725,29380.703,30225.938,31598.740,34227.706,42126.527,46951.305,50456.195,50239.850,48261.092,45900.286,45117.386,47003.764,46211.725,50316.333,53137.089,53322.275,56387.361,60385.969,64819.530,69256.896,74412.241,68647.916,64158.258,62035.356,63402.087,65019.972,66016.752,66760.161,66143.327,64927.545,63828.806,63179.525,62756.338,60147.623,57472.351,54093.662,50690.211,54734.157,51259.633,45091.567,38517.691,41,Y,7209
NSLP,ACTEWAGL,2019/01/12,2019/05/10 20:03:28,34645.832,32468.935,31009.283,29984.847,29482.218,29014.395,28498.199,28480.333,28872.339,28220.238,28955.955,34826.229,38590.065,42411.879,45666.597,47577.358,49251.555,49830.166,51203.320,51525.275,57365.525,58618.631,59654.533,63014.318,68041.437,72295.251,77259.117,84082.521,90292.895,91801.647,97385.415,103371.073,108995.617,111511.833,113204.205,112361.873,112212.304,107747.419,101694.136,97132.544,92439.181,86156.918,79119.669,72063.505,73208.566,66585.656,58625.423,50359.966,42,Y,7209
NSLP,ACTEWAGL,2019/01/13,2019/05/10 20:03:28,45077.703,41979.550,39689.620,37925.816,36648.965,35472.078,34627.560,34067.080,33683.872,32382.879,31668.041,36462.148,39419.079,42544.585,45409.220,46800.750,50645.491,52465.600,52340.261,52707.183,58262.036,59638.867,60540.279,63550.665,66576.973,68881.931,72018.357,75808.584,80155.385,84422.526,88616.073,92950.741,97579.710,101259.123,102119.044,98718.790,91501.170,83761.227,78404.053,74873.780,71548.663,66352.348,60866.449,55069.147,58234.791,54006.392,47299.804,40282.384,36,Y,7209
NSLP,ACTEWAGL,2019/01/14,2019/05/10 20:03:28,36128.532,34021.630,32713.626,31831.541,31490.879,30800.413,30791.513,30897.266,32301.980,33058.059,36450.465,45457.407,51025.841,53533.631,52884.729,52284.702,49721.851,48476.676,49406.715,50343.116,56604.954,58479.493,60606.406,64402.912,69528.967,73407.406,78825.076,84467.582,91372.368,99054.879,107230.137,117146.874,127822.802,140150.722,150283.413,154328.232,151809.892,144467.161,136637.595,129727.807,122789.208,112652.819,100316.275,87891.158,85359.884,76129.547,66304.638,57566.215,37,Y,7209
NSLP,ACTEWAGL,2019/01/15,2019/05/10 20:03:28,52421.772,48813.528,46499.692,44817.755,43173.976,41683.443,40952.180,40481.185,41220.880,41103.363,43180.975,52543.927,58345.972,62439.072,64816.525,65821.942,67505.747,70189.545,74233.600,78280.252,86576.677,90313.455,94101.783,99275.719,104354.007,106797.917,110122.938,114275.875,119511.894,126289.918,134090.188,137392.160,148174.176,156936.190,162010.661,164904.834,163990.226,157771.146,148577.916,139712.425,130280.772,118167.948,104637.352,91482.525,87970.754,78591.010,68910.825,60204.279,38,Y,7209
NSLP,ACTEWAGL,2019/01/16,2019/05/10 20:03:28,54780.206,51631.244,49065.614,47646.630,45957.286,44637.736,43779.065,43261.038,43727.918,44173.161,45537.190,55135.508,61203.876,65765.109,68477.032,70158.755,72971.922,76336.932,82410.892,87495.401,96660.323,100963.287,104647.909,110300.813,115979.810,118455.641,123564.750,129629.474,132486.169,135276.082,143188.654,148451.105,152946.443,163843.226,173415.089,176576.168,173044.918,168230.695,162488.224,156104.123,146960.304,135922.016,121829.724,107253.570,101259.010,89761.352,78144.900,68062.213,39,Y,7209
NSLP,ACTEWAGL,2019/01/17,2019/05/10 20:03:28,62048.399,58105.250,55102.043,52461.172,50640.051,48725.644,47394.882,46444.790,46297.326,46389.059,47143.044,55787.490,62031.342,65824.075,68020.131,68838.447,71515.723,73934.826,79351.472,83888.357,92996.279,97243.526,101688.732,107711.521,112870.662,116794.540,122033.531,126648.685,132090.503,137286.597,143524.109,153468.916,159057.805,169606.962,172210.259,172036.000,164771.513,150540.838,139830.764,125764.511,114821.025,103878.357,93274.016,83307.066,82124.094,74084.703,65550.543,57570.049,40,Y,7209
NSLP,ACTEWAGL,2019/01/18,2019/05/10 20:03:28,52535.646,49115.575,47196.178,46238.512,45305.894,43311.543,42841.371,42848.272,43172.300,44390.211,45813.630,54114.821,58446.726,61751.788,63943.518,64187.893,67386.297,67244.388,72293.368,75023.188,82979.988,85488.742,89656.654,96978.963,104275.817,111124.143,113593.119,119476.133,125431.993,131191.353,141428.580,143644.757,131709.328,128001.236,127337.372,126083.972,120217.207,116489.814,113494.283,110225.292,106111.842,99768.193,92095.032,84478.792,84607.826,77272.008,68993.546,60933.597,41,Y,7209
NSLP,ACTEWAGL,2019/01/19,2019/05/10 20:03:28,55641.274,52279.254,49830.203,48128.747,46785.089,45549.650,44562.326,44013.238,43831.478,43731.855,42575.332,47808.997,50524.533,53557.592,57812.559,60850.499,66049.416,69444.080,70380.364,73177.570,83093.178,88572.584,92713.300,98139.213,104031.374,105223.398,111236.051,115779.753,120869.739,124470.232,129566.851,131960.106,132115.904,130719.746,125040.789,116787.842,105680.176,94236.515,84728.921,79028.394,74281.920,68806.453,63933.364,58736.024,62379.216,57884.515,50856.197,44128.583,42,Y,7209
NSLP,ACTEWAGL,2019/01/20,2019/06/07 22:05:03,40320.591,37864.095,36388.222,35189.138,34242.804,33595.099,33115.679,32998.923,32937.597,33161.469,31665.863,36805.520,38992.212,41702.198,44987.257,47378.799,48803.010,50568.176,51418.003,50045.534,54115.830,55243.009,56367.224,62256.664,67229.994,71435.873,77168.374,80359.137,90020.475,99784.810,106157.197,113712.393,122591.874,130414.547,136542.452,138716.019,131477.378,118176.637,106358.712,97447.479,90634.700,82864.262,74716.972,66707.516,67584.851,60984.396,53082.169,45299.244,36,Y,7256
NSLP,ACTEWAGL,2019/01/21,2019/06/07 22:05:03,40716.647,38272.750,36609.608,35625.183,34818.738,34282.848,34267.466,34256.521,35084.917,36847.015,38172.179,47666.840,51928.455,55730.914,55917.372,55037.648,54187.675,54005.992,55844.974,57723.375,64078.778,66097.718,68753.989,73036.270,78351.152,82705.837,88500.914,92838.663,96869.599,100801.293,106107.069,112699.184,121921.801,132018.466,138589.242,142346.862,138968.816,130689.747,122241.430,115466.381,109613.339,100233.780,89201.533,78587.541,76679.958,68878.909,59950.739,52044.896,37,Y,7256
NSLP,ACTEWAGL,2019/01/22,2019/06/07 22:05:03,47248.424,44391.005,42489.368,40916.103,39782.108,38744.766,38133.435,37848.473,38506.328,39449.949,39856.738,49709.797,55169.058,58602.733,59664.031,59450.677,59682.158,61193.446,65027.924,68977.480,77170.831,81463.967,84642.740,90165.378,96288.815,98486.073,102795.225,107286.541,113713.650,119819.311,127326.159,135231.367,143245.049,154235.657,162183.293,163631.093,157392.677,144826.683,136820.829,129668.492,120491.178,107865.293,94979.057,84885.211,83630.454,75462.832,66171.583,57980.685,38,Y,7256
