ProfileName,ProfileArea,SettlementDate,CreationDT,Period01,Period02,Period03,Period04,Period05,Period06,Period07,Period08,Period09,Period10,Period11,Period12,Period13,Period14,Period15,Period16,Period17,Period18,Period19,Period20,Period21,Period22,Period23,Period24,Period25,Period26,Period27,Period28,Period29,Period30,Period31,Period32,Period33,Period34,Period35,Period36,Period37,Period38,Period39,Period40,Period41,Period42,Period43,Period44,Period45,Period46,Period47,Period48,SeqNo,Locked,SettlementCase
NSLP,ACTEWAGL,2018/01/11,2018/05/10 22:02:32,38173.655,35791.721,34170.871,33342.280,32777.771,32636.621,32347.492,32482.127,33894.787,34982.578,38655.084,47294.226,51678.337,56621.620,55372.483,51979.175,51369.982,47772.069,47810.245,47050.030,50802.006,50036.388,45900.026,44772.832,48436.009,49271.063,50293.194,54658.541,59745.864,66397.313,75835.950,77291.435,81157.360,88678.172,93706.903,95861.684,96225.149,92735.837,90886.312,90043.686,85704.773,80111.861,72751.444,65823.661,68214.268,62070.111,54593.509,46757.905,40,Y,6541
NSLP,ACTEWAGL,2018/01/12,2018/05/10 22:02:32,41978.359,39300.312,37738.361,36438.835,35662.623,35199.029,34568.814,34551.594,35901.857,37155.102,39405.942,48526.583,54493.451,58182.024,58458.761,55909.402,54669.688,54081.341,53419.317,55720.887,65700.989,66936.865,63912.236,71145.962,78519.628,80947.801,87155.376,90626.934,87735.293,98450.439,103666.114,108867.768,119254.776,123236.345,105435.418,97666.976,94054.941,91270.282,88988.573,86722.723,82736.803,78766.199,74389.354,68860.743,72400.953,66740.730,58971.591,50821.446,41,Y,6541
NSLP,ACTEWAGL,2018/01/13,2018/05/10 22:02:32,46325.063,43717.396,42025.162,39509.567,38468.358,37796.328,36997.147,36715.190,37043.743,37178.024,37290.353,42100.407,44730.142,47067.500,49869.283,52692.246,56935.233,56800.856,54736.783,58247.534,60006.342,53212.799,48351.851,49465.891,48797.431,50721.154,45532.508,41877.392,44059.455,46527.714,48016.923,51539.899,55581.156,61875.886,65848.689,68727.490,68137.867,66260.087,65398.630,65201.594,63042.284,60448.540,57768.980,53775.469,59018.255,56096.897,49094.744,41755.167,42,Y,6541
NSLP,ACTEWAGL,2018/01/14,2018/05/10 22:02:32,37411.333,35187.308,34549.117,33300.273,31723.865,30850.948,30777.553,30676.276,30813.613,30221.523,29591.077,34655.248,37252.525,37235.805,39501.336,41919.497,43619.169,42346.536,41892.728,40340.771,45597.134,45696.687,43480.456,43125.996,42324.608,47449.344,50409.606,51728.072,52561.235,50265.509,50505.504,50177.771,55523.895,62638.493,66532.023,69659.691,69760.146,68762.407,68164.484,68086.933,66457.243,62578.336,57888.793,52851.317,57473.232,54299.893,47701.216,40252.780,36,Y,6541
NSLP,ACTEWAGL,2018/01/15,2018/05/10 22:02:32,35967.750,32969.533,31584.054,30865.239,30350.890,29834.552,30215.160,30450.310,31964.854,34240.438,37540.438,48753.858,54966.578,58893.396,58519.179,55436.527,49524.967,43117.974,40675.355,39222.631,47751.924,47941.457,42945.963,42025.183,39282.256,38599.509,36907.245,35310.394,36904.263,38904.618,42047.986,46771.852,53133.326,61459.848,68729.328,72926.574,73362.824,71860.110,70435.130,69905.440,68362.739,63371.020,58736.910,53439.691,57586.049,54018.855,47439.698,40047.088,37,Y,6541
NSLP,ACTEWAGL,2018/01/16,2018/05/10 22:02:32,35587.100,33196.000,31384.823,31148.132,30972.733,30367.773,30117.076,30587.650,31970.491,33983.031,37134.571,48314.933,54075.984,55508.570,53192.618,48853.633,44586.060,41003.857,39237.087,37577.379,41048.360,39401.644,36394.156,35209.269,35813.315,34485.648,34074.388,34722.172,36367.023,38874.396,41505.339,46167.833,53217.813,60744.604,67644.478,71780.745,72033.658,70215.598,69501.792,69223.125,67828.734,64006.588,59149.406,53569.019,57760.072,53758.668,47294.841,39856.307,38,Y,6541
NSLP,ACTEWAGL,2018/01/17,2018/05/10 22:02:32,35382.376,33260.546,31851.462,30934.390,30510.977,30208.311,30058.708,30788.990,32116.641,34060.564,37325.252,48506.594,54316.745,55644.494,53207.867,48672.446,44824.482,40809.657,39577.926,37718.000,41853.984,40398.627,38359.947,37419.400,37860.551,37211.932,37879.361,39504.761,42137.683,46152.386,51142.823,57536.375,65073.349,74378.125,82126.998,86403.616,85492.762,82099.920,78599.630,76247.848,73350.589,69035.691,63251.848,57083.131,60446.014,56212.720,48893.329,41251.694,39,Y,6541
NSLP,ACTEWAGL,2018/01/18,2018/05/10 22:02:32,37178.160,34710.044,33040.590,32180.421,31625.561,31139.278,30796.805,31498.303,32709.137,34929.611,37510.973,48166.399,53811.105,55753.785,54098.573,50488.860,46367.290,43597.659,43209.450,42019.528,47086.031,47070.253,46233.377,47421.057,50123.668,52301.738,55314.009,59396.152,64881.437,71527.869,78753.250,87154.302,96765.248,107390.002,115525.145,120277.725,118022.765,112940.790,105405.193,99251.453,93994.929,85916.268,76654.124,67790.079,68787.916,62641.915,54674.685,46168.652,40,Y,6541
NSLP,ACTEWAGL,2018/01/19,2018/05/10 22:02:32,41267.565,38735.594,36821.124,35622.364,34533.115,33930.348,33729.622,33559.396,35010.379,36437.652,38227.821,48770.499,54153.309,56510.911,55579.188,53202.429,50724.504,49295.027,50294.775,51376.876,58275.929,60965.907,62760.269,66888.518,72360.942,76295.310,81888.063,88490.293,95433.367,102732.069,110526.556,118535.518,127223.258,135281.879,140394.863,141569.513,136808.402,129595.365,120932.017,114944.955,107928.833,99474.118,89761.762,80107.909,79583.673,71474.788,62418.658,53397.868,41,Y,6541
NSLP,ACTEWAGL,2018/01/20,2018/05/10 22:02:32,47850.977,44064.131,41685.010,40012.584,38865.243,37490.872,36930.906,36375.338,36524.578,36466.391,34269.559,41369.960,44342.035,47180.826,50404.908,52774.221,56359.374,58851.934,63947.641,67727.484,77743.118,82395.367,86400.850,92537.154,99404.274,104046.686,108003.106,113429.586,119998.609,124158.005,129070.231,131913.241,137814.773,140479.552,143208.918,143146.835,138872.050,131026.183,123241.083,117329.047,111065.641,103137.272,93388.206,84579.979,84176.944,75956.137,66269.455,56867.093,42,Y,6541
